method,output,ssim,lpips,e_ssim,l_c,l_s
cast,000000072795__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.4205,0.6128,0.3982,2.3576,1.276
cast,000000072795__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4893,0.5147,0.3987,2.3252,2.5391
cast,000000072795__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.4143,0.6384,0.3365,2.4602,1.1882
cast,000000072795__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5273,0.4512,0.4384,2.0898,3.1177
cast,000000072795__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.3735,0.5952,0.3011,2.4898,1.2213
cast,000000072795__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.539,0.4817,0.4563,2.168,2.2283
cast,000000072795__Minimalism__mario-schifano_untitled-1963.png,0.1987,1.0339,0.1838,3.2551,1.2057
cast,000000072795__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.1987,1.0339,0.1838,3.2551,7.0622
cast,000000072795__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3495,0.5654,0.2054,2.4934,2.3074
cast,000000072795__Pop_Art__peter-max_composition-red-green-1979.png,0.2608,0.5312,0.2586,2.4631,4.051
cast,000000072795__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2671,0.6745,0.0934,2.8622,4.8712
cast,000000072795__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.4661,0.4603,0.3727,2.2238,2.0974
cast,000000072795__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3811,0.546,0.3693,2.3408,1.6292
cast,000000072795__Romanticism__gustave-dore_paradise-lost-4.png,0.4913,0.5343,0.3982,2.6313,0.6924
cast,000000072795__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.418,0.5309,0.3796,2.3472,2.2681
cast,000000072795__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.2961,0.6245,0.2051,2.6464,2.542
cast,000000078420__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6402,0.5206,0.6017,2.1279,1.3938
cast,000000078420__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5129,0.5638,0.5084,2.3339,1.9352
cast,000000078420__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.5161,0.61,0.4952,2.6106,1.1152
cast,000000078420__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4079,0.7218,0.4473,3.101,2.0626
cast,000000078420__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5573,0.7957,0.6112,2.3981,0.7362
cast,000000078420__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5981,0.4514,0.5141,2.1794,3.0274
cast,000000078420__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.6189,0.537,0.5892,2.1242,1.4518
cast,000000078420__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5994,0.4527,0.4698,2.0916,3.9225
cast,000000078420__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5568,0.4987,0.5669,2.2356,1.9279
cast,000000078420__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5549,0.4984,0.4296,2.3004,1.7902
cast,000000078420__Minimalism__mario-schifano_untitled-1963.png,0.3827,0.9264,0.4153,3.0827,1.45
cast,000000078420__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.3827,0.9264,0.4153,3.0827,6.7898
cast,000000078420__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.3486,0.5663,0.2236,2.3802,2.5252
cast,000000078420__Pop_Art__peter-max_composition-red-green-1979.png,0.4058,0.5267,0.5129,2.3325,3.0291
cast,000000078420__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3422,0.5981,0.2129,2.4842,5.9072
cast,000000078420__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6134,0.452,0.5712,2.0103,2.5986
cast,000000078420__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.5094,0.5439,0.5193,2.3886,1.1681
cast,000000078420__Romanticism__gustave-dore_paradise-lost-4.png,0.5078,0.5959,0.4414,2.5123,1.1042
cast,000000078420__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5102,0.5415,0.4918,2.3202,2.7415
cast,000000078420__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4372,0.4804,0.4668,2.1935,1.4462
cast,000000085682__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.5709,0.4996,0.4722,2.5575,1.0989
cast,000000085682__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5744,0.5836,0.4659,2.8134,1.8304
cast,000000085682__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4684,0.7418,0.4043,2.9598,0.6668
cast,000000085682__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3953,0.8831,0.2855,3.3097,1.577
cast,000000085682__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6094,0.7668,0.498,2.6279,1.096
cast,000000085682__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5956,0.5607,0.4208,2.4393,1.7114
cast,000000085682__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5095,0.8208,0.3949,2.6369,0.8231
cast,000000085682__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6162,0.5528,0.4766,2.4798,4.2058
cast,000000085682__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5458,0.7199,0.4248,2.5943,1.3864
cast,000000085682__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.4713,0.6249,0.3732,2.8068,1.6529
cast,000000085682__Minimalism__mario-schifano_untitled-1963.png,0.382,1.152,0.3309,3.2628,1.1635
cast,000000085682__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.382,1.152,0.3309,3.2628,7.479
cast,000000085682__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2844,0.6376,0.1797,2.8781,3.6065
cast,000000085682__Pop_Art__peter-max_composition-red-green-1979.png,0.487,0.5854,0.4938,2.5447,3.2828
cast,000000085682__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2724,0.7296,0.1692,2.9468,5.416
cast,000000085682__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.636,0.575,0.5163,2.3768,1.4392
cast,000000085682__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4568,0.7475,0.3799,2.7279,0.7839
cast,000000085682__Romanticism__gustave-dore_paradise-lost-4.png,0.473,0.6086,0.3701,2.8798,0.516
cast,000000085682__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.4865,0.6411,0.3443,2.9406,1.8089
cast,000000085682__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5023,0.68,0.4213,2.4989,2.6291
cast,000000094157__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.5481,0.5818,0.399,2.398,1.3848
cast,000000094157__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.4187,0.6557,0.2359,2.8698,2.8506
cast,000000094157__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3815,0.7111,0.3251,2.7559,0.7198
cast,000000094157__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3856,0.8171,0.2286,3.0745,1.6211
cast,000000094157__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.608,0.775,0.4562,2.4698,1.4313
cast,000000094157__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5922,0.5801,0.3768,2.5037,2.2823
cast,000000094157__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5307,0.7838,0.3629,2.4539,1.3097
cast,000000094157__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.5774,0.5763,0.38,2.482,4.2878
cast,000000094157__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5995,0.6748,0.4145,2.4451,1.6952
cast,000000094157__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.3423,0.6667,0.211,2.7995,2.3635
cast,000000094157__Minimalism__mario-schifano_untitled-1963.png,0.493,1.0333,0.4855,2.8707,0.9049
cast,000000094157__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.493,1.0333,0.4855,2.8707,6.8688
cast,000000094157__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2879,0.6506,0.155,2.6988,6.2323
cast,000000094157__Pop_Art__peter-max_composition-red-green-1979.png,0.6069,0.5174,0.5606,2.2802,5.4202
cast,000000094157__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3127,0.722,0.1362,2.7106,5.8131
cast,000000094157__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6764,0.5315,0.4861,2.1722,2.0647
cast,000000094157__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3957,0.7262,0.3617,2.6452,1.3081
cast,000000094157__Romanticism__gustave-dore_paradise-lost-4.png,0.2605,0.6597,0.165,2.8436,0.9025
cast,000000094157__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.3902,0.6587,0.2272,2.8373,1.849
cast,000000094157__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5819,0.6593,0.3959,2.3974,3.3201
cast,000000098633__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6708,0.5047,0.6756,2.0994,1.4404
cast,000000098633__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.446,0.5639,0.3789,2.4207,1.763
cast,000000098633__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.5772,0.6189,0.6257,2.4288,0.9768
cast,000000098633__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4783,0.7209,0.5039,2.7239,2.0374
cast,000000098633__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6165,0.7455,0.6101,2.1742,0.8632
cast,000000098633__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4582,0.4477,0.3377,2.0073,3.2324
cast,000000098633__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5705,0.6038,0.4545,2.0491,1.4805
cast,000000098633__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.4503,0.5059,0.3029,2.2363,3.9474
cast,000000098633__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5505,0.5284,0.471,2.077,1.8204
cast,000000098633__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.3883,0.5584,0.286,2.3959,1.0745
cast,000000098633__Minimalism__mario-schifano_untitled-1963.png,0.4643,0.9992,0.5293,2.9688,1.2504
cast,000000098633__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4643,0.9992,0.5293,2.9688,7.1794
cast,000000098633__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2014,0.6852,0.1216,2.7754,2.4808
cast,000000098633__Pop_Art__peter-max_composition-red-green-1979.png,0.4507,0.5047,0.5224,2.197,3.1507
cast,000000098633__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2099,0.7249,0.1016,2.8502,6.1258
cast,000000098633__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5012,0.5193,0.3724,2.1606,2.9145
cast,000000098633__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.5794,0.5146,0.6342,2.0061,1.5638
cast,000000098633__Romanticism__gustave-dore_paradise-lost-4.png,0.3846,0.644,0.3584,2.7129,0.8265
cast,000000098633__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.3851,0.579,0.2901,2.4545,2.7469
cast,000000098633__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4178,0.5858,0.3853,2.3114,1.9196
cast,000000106912__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.5999,0.4721,0.6045,2.2298,1.9353
cast,000000106912__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.3697,0.6473,0.2602,2.8961,1.9565
cast,000000106912__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4408,0.6602,0.5651,2.5914,0.7746
cast,000000106912__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4759,0.7346,0.4747,2.9278,1.8899
cast,000000106912__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6595,0.7392,0.6583,2.4348,1.3618
cast,000000106912__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4126,0.5783,0.2902,2.5206,2.768
cast,000000106912__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5619,0.7013,0.5495,2.3077,1.3078
cast,000000106912__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.3783,0.6203,0.2408,2.6301,4.2615
cast,000000106912__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6134,0.6316,0.5694,2.4302,1.5843
cast,000000106912__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.2811,0.6652,0.2299,2.8633,1.8872
cast,000000106912__Minimalism__mario-schifano_untitled-1963.png,0.5511,0.987,0.5849,2.8995,1.1694
cast,000000106912__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.5511,0.987,0.5849,2.8995,6.9818
cast,000000106912__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.166,0.736,0.0791,2.8979,5.1437
cast,000000106912__Pop_Art__peter-max_composition-red-green-1979.png,0.5984,0.5276,0.6044,2.3803,4.5438
cast,000000106912__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.1975,0.7511,0.0898,2.9416,5.1095
cast,000000106912__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5414,0.5678,0.4188,2.3564,1.6098
cast,000000106912__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4368,0.6571,0.5592,2.4792,1.2042
cast,000000106912__Romanticism__gustave-dore_paradise-lost-4.png,0.2596,0.6793,0.2186,2.7949,0.7439
cast,000000106912__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.3711,0.6587,0.2719,2.9135,2.3107
cast,000000106912__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5399,0.6264,0.4551,2.383,2.5343
cast,000000116208__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4758,0.4852,0.3893,2.3,0.9749
cast,000000116208__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.4952,0.5009,0.4734,2.1766,1.9617
cast,000000116208__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3923,0.5943,0.3909,2.5933,0.9913
cast,000000116208__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.2724,0.8003,0.3002,3.0987,2.5736
cast,000000116208__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.4716,0.6758,0.4464,2.3175,0.7285
cast,000000116208__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.6001,0.429,0.5457,1.9997,2.9446
cast,000000116208__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.4694,0.614,0.431,2.2416,1.022
cast,000000116208__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6264,0.4017,0.5739,1.8991,2.5458
cast,000000116208__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.4513,0.5429,0.4263,2.2533,1.7056
cast,000000116208__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5609,0.4505,0.4948,2.0488,1.5172
cast,000000116208__Minimalism__mario-schifano_untitled-1963.png,0.2513,0.9835,0.2316,3.0556,1.4955
cast,000000116208__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.2513,0.9835,0.2316,3.0556,6.8978
cast,000000116208__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.4854,0.5029,0.3456,2.3279,2.1311
cast,000000116208__Pop_Art__peter-max_composition-red-green-1979.png,0.3741,0.4761,0.3869,2.1718,2.9729
cast,000000116208__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.3649,0.623,0.2241,2.7224,6.2231
cast,000000116208__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5908,0.4261,0.5337,1.9918,2.5771
cast,000000116208__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3847,0.5637,0.4157,2.3225,1.622
cast,000000116208__Romanticism__gustave-dore_paradise-lost-4.png,0.4838,0.5203,0.4213,2.5457,0.8211
cast,000000116208__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5093,0.4972,0.5103,2.1254,1.9243
cast,000000116208__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4281,0.528,0.3802,2.2099,1.8206
cast,000000135872__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.6221,0.4676,0.5825,2.0317,1.0808
cast,000000135872__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.5977,0.4981,0.5699,2.1232,1.973
cast,000000135872__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.5426,0.5057,0.5531,2.4249,0.843
cast,000000135872__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4403,0.7753,0.44,2.9123,2.086
cast,000000135872__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6047,0.6301,0.6087,2.0843,1.0139
cast,000000135872__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.5942,0.4551,0.548,2.0738,1.811
cast,000000135872__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5706,0.6041,0.5171,2.1252,1.1331
cast,000000135872__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.6316,0.4121,0.5429,1.8502,2.7059
cast,000000135872__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5582,0.5544,0.5372,2.168,1.6212
cast,000000135872__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.5521,0.4815,0.4646,2.0957,1.4562
cast,000000135872__Minimalism__mario-schifano_untitled-1963.png,0.4089,0.9349,0.4073,2.8822,1.1658
cast,000000135872__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.4089,0.9349,0.4073,2.8822,7.0816
cast,000000135872__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.2792,0.5853,0.1797,2.3819,2.0878
cast,000000135872__Pop_Art__peter-max_composition-red-green-1979.png,0.4103,0.4818,0.5008,2.1385,2.4316
cast,000000135872__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.251,0.6539,0.1152,2.6276,5.3295
cast,000000135872__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.5761,0.4291,0.5171,1.9171,2.241
cast,000000135872__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.5283,0.4926,0.5566,2.1358,1.2237
cast,000000135872__Romanticism__gustave-dore_paradise-lost-4.png,0.5455,0.4906,0.4765,2.3433,0.8666
cast,000000135872__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.5021,0.552,0.4239,2.2341,1.4673
cast,000000135872__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.4361,0.5688,0.4414,2.133,1.5154
cast,000000196442__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.4876,0.5552,0.5603,2.4104,1.26
cast,000000196442__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.3522,0.6699,0.3286,3.1786,2.0988
cast,000000196442__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.3269,0.739,0.5557,2.8277,0.8498
cast,000000196442__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.5012,0.8405,0.4558,2.7147,1.6599
cast,000000196442__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.5845,0.8016,0.4652,2.4349,1.1455
cast,000000196442__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.3033,0.6838,0.1818,2.9709,2.4798
cast,000000196442__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.4726,0.8059,0.3708,2.503,0.9255
cast,000000196442__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.2683,0.6578,0.1709,3.0884,4.9617
cast,000000196442__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.573,0.7176,0.3772,2.6203,1.2498
cast,000000196442__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.1698,0.688,0.1986,3.2085,1.808
cast,000000196442__Minimalism__mario-schifano_untitled-1963.png,0.6659,1.0319,0.7548,2.3815,1.1384
cast,000000196442__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6659,1.0319,0.7548,2.3815,6.5582
cast,000000196442__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.1278,0.6869,0.0466,3.0271,4.5536
cast,000000196442__Pop_Art__peter-max_composition-red-green-1979.png,0.6631,0.5626,0.5616,2.5787,4.7847
cast,000000196442__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2019,0.7618,0.0826,2.903,5.5799
cast,000000196442__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.4255,0.6083,0.2415,2.6234,1.6192
cast,000000196442__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.3101,0.7648,0.4996,2.8474,0.9098
cast,000000196442__Romanticism__gustave-dore_paradise-lost-4.png,0.1944,0.6837,0.2326,2.8087,0.6221
cast,000000196442__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.3568,0.7014,0.1988,3.0479,1.9333
cast,000000196442__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.5373,0.6798,0.3508,2.5043,3.0513
cast,000000210388__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.592,0.572,0.4404,2.2493,0.9772
cast,000000210388__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.3926,0.6791,0.244,2.9052,2.3467
cast,000000210388__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4149,0.726,0.4525,2.7088,0.6412
cast,000000210388__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.4801,0.8109,0.3505,2.8876,2.1211
cast,000000210388__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.6349,0.8008,0.4327,2.6194,1.108
cast,000000210388__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4556,0.6442,0.2202,2.6349,1.8519
cast,000000210388__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.549,0.8062,0.3415,2.2281,1.0856
cast,000000210388__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.3843,0.6438,0.2078,2.605,5.883
cast,000000210388__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.6208,0.7179,0.391,2.4305,1.5262
cast,000000210388__Mannerism_Late_Renaissance__tintoretto_st-mark-rescuing-a-saracen-from-shipwreck-1566.png,0.2483,0.6745,0.1777,2.8507,2.4013
cast,000000210388__Minimalism__mario-schifano_untitled-1963.png,0.6043,0.9652,0.7226,2.649,1.1918
cast,000000210388__Naive_Art_Primitivism__marc-chagall_the-young-samuel-the-priest-s-servant-heard-that-he-is-called-by-god-eli-and-he-were-sleeping.png,0.6043,0.9652,0.7226,2.649,6.7973
cast,000000210388__Northern_Renaissance__albrecht-durer_lamentation-over-christ-1507.png,0.1795,0.7021,0.0903,2.9809,6.2646
cast,000000210388__Pop_Art__peter-max_composition-red-green-1979.png,0.6945,0.5199,0.6212,2.3658,5.7216
cast,000000210388__Post_Impressionism__vincent-van-gogh_restaurant-de-la-sirene-at-asnieres-1887.png,0.2369,0.746,0.1208,2.8236,7.2094
cast,000000210388__Realism__vincent-van-gogh_cottage-with-peasant-coming-home-1885(1).png,0.6267,0.5893,0.3287,2.2782,1.2545
cast,000000210388__Rococo__dmitry-levitzky_portrait-of-baron-a-n-stroganoff.png,0.4016,0.7288,0.3924,2.4218,0.9075
cast,000000210388__Romanticism__gustave-dore_paradise-lost-4.png,0.2376,0.6851,0.1407,2.9054,0.6939
cast,000000210388__Symbolism__nicholas-roerich_language-of-forest-1922.png,0.3915,0.7187,0.2075,2.7923,1.9568
cast,000000210388__Ukiyo_e__kitagawa-utamaro_not_detected_233134.png,0.6111,0.6708,0.3798,2.1436,3.0797
cast,000000226171__Abstract_Expressionism__paul-jenkins_not_detected_235703.png,0.5955,0.5137,0.6352,2.0564,1.6614
cast,000000226171__Art_Nouveau_Modern__nicholas-roerich_oze-1914.png,0.4181,0.6556,0.4313,2.4638,2.5544
cast,000000226171__Baroque__rembrandt_portrait-of-nicolas-van-bambeeck-1641.png,0.4581,0.5167,0.5507,2.4516,0.9894
cast,000000226171__Color_Field_Painting__leon-berkowitz_dark-light-rose-gold-1978.png,0.3995,0.8087,0.4967,2.9038,2.9762
cast,000000226171__Cubism__salvador-dali_cubist-composition-portrait-of-a-seated-person-holding-a-letter.png,0.566,0.572,0.6581,2.2344,1.5057
cast,000000226171__Early_Renaissance__pietro-perugino_st-jerome-who-attends-two-unfairly-hanged-1473.png,0.4583,0.5353,0.4097,2.2291,1.9413
cast,000000226171__Expressionism__amedeo-modigliani_germaine-survage-with-earrings-1918.png,0.5363,0.5897,0.5686,2.0928,1.8187
cast,000000226171__High_Renaissance__raphael_madonna-and-child-enthroned-with-saints-1505.png,0.4509,0.5325,0.3521,2.2377,2.219
cast,000000226171__Impressionism__pierre-auguste-renoir_leaving-the-bath-1890.png,0.5246,0.553,0.5601,2.1588,2.2386
